source,target
Mikilidong a mipahanhan kora maomahay i kalahokan.,中午時那些農忙者尋找蔭影納涼休息。
Palikaemangay han ko pipasifana'.,就選擇小的來教。
Mangodo ciira to towis no wa'ay nira.,他對他的瘸腿感到很自卑。
Palakatol no kolong kako toninian a katol no efa.,我將牛的生皮誤以為是馬皮。
Hatiped han naira ko tamorak ato roni a pataloma'.,他們把絲瓜和南瓜一起帶回家。
O tahefod no panay ko sakacicaheni no tireng ako.,稻穀的粉末致使我的身體發癢。
Toloay a facal ko nikangkangan nira.,他犁了三畦地。
Ritrit hato kira takaraw a eli' o sapisaloma'.,就把那長高了的茅草用鎌刀割了當蓋房子的材料。
Awaay ko mida'ocay a kalomaamaan.,沒有任何事是永遠的。
Pakalowid kiso toya demak saw?,你能勝任那件事嗎？
Masanengsengay kami a maemin o wawa no Pangcah.,我們所有的阿美族孩子都很帥。
Matofo'is i kakarayan a malikat.,很像星星在天空發亮。
Misafaeloh ho kako a miharateng tora demak.,重新思考一下那件事。
Caay paka'emet ko mato'asay to cefo no tireng.,那個老人無法控制膀胱。
Fo'ot han ni kaka kako.,哥哥姐姐把我留住了。
O fadatek aca ko demak niyam anini.,我們今天只做防颱措施。
Ocong ko losid no mako a tayra I Taypak.,我去台北有很多行李。
Kaeso' ko nipalomaan ni mama^ a edox i palapalaan.,爸爸在田野種的草莓很好吃。
Maapiyan kako anini to nano lasang i dadaya.,我今天因昨晚的宿醉而精神不佳。
Mimi^mi ci ina to hemay.,媽媽去擠壓飯糰。
Macani'iway to a maemin ko mato'asay i niyaro'.,部落的老人家都是視力不好的。
Mifokeloh ciira to sapisaloma'.,他在撿蓋房子之基石。
'Osalen ni ina ko nipalomaan nira a fonga i pala.,媽媽使她種的地瓜葉茂盛。
Paodo'en no ina nira kira mikikongay a fafahiyan a wawa nira.,那位母親給她嫁出去的女兒戴上玉石。
Co^co san kora sakafiyaw to omah niyam.,鄰居侵佔我們的田地。
O mati'ti'ay no kakaholol kami a maemin i pisaselalan.,我們在階層裡都被階層領袖鎚打。
O sapitamorongan kira kapah to pawti.,那位年輕人想要用頭頂扛稻榖包。
Tiwasen to ko nipalomaan iso a fila'.,你種的檳榔葉該摘取了。
Sainanengay no mako a sito ci Kingciyang.,Kingciyang是我最認真的學生。
Halafin kako a matayal i Taypak.,我在台北工作很久。
Tolo ko 'acocol ni kaka ako.,我哥哥的陀螺有三個。
Caay pitengil to sowali matolo' hanima.,不聽話跌倒活該。
Dohdoh hato ko fangec no kolong a mica'it i piringoan.,牛皮吊掛在火爐旁烤。
Mikari'ang cira to kararamod no kaka ako.,她破壞哥哥的婚姻。
Miliway kako to tolo a romi'ad.,我要禁食三天。
Karacohel kako to kaciferangan.,我夏天很會流汗。
Pato'ayaay ko sikawasay to to'as  tira fafoy.,祭司是舉目獻上祭豬的人。
Misakalopoy ko Payrang i ka'ayaw no pafilongan.,過年前冬至時漢人會製做湯圓。
Pa'afeten kora kowang!,請將那把槍裝上火藥！
Misafinawlan ko mafolaway a tayniay a tamdamdaw.,移居到此地的人們組成部落。
Angcoh san ko safadot no dipodipot.,嬰孩的襁褓通常都有尿騷味。
Adihay ko sepel i pakolongan haw?,牛舍有很多牧草嗎？
Misanga' to pana' ci mama ako i loma'.,我的爸爸在家裡製作弓箭。
O tingnaw ko kangalayan ako.,我想要的東西是電腦。
Macedas saka malakalikiday ko nanom.,因水災所以水變得很湍急。
Makenaay a milihayho kiso?,你去禮拜如何呢？
O pa'afelan niyam kiraan a talo'an i lotok.,山上那間工寮是我們放置木炭的地方。
O foting ko sakaranam no mita.,我們的早餐是魚。
Maolah mitamek to konga ci akong.,阿公喜歡烤地瓜。
Ca'edes ko romi'ad anini.,今天的天氣很炎熱。
O macaraay no rarawraw ko foti' ako i kalahokan.,中午我被吵鬧聲打擾。
Karalapot kora kongkongan.,那個地瓜園的地瓜葉很茂盛。
Maca'engaw to ko mata noya totoy.,小狗的眼已經睜開了。
Mipakilac ci faki to titi to selal nira.,舅舅分配肉給他的同級階層。
Macocok no rinon no kaketi ko kamay ni Mayaw.,馬耀的手被蜂螫傷了。
Saaday^ay sa kako a minengneng tora adadaay a wawa.,我很同情那個生病的小孩。
Sanengseng kiso cikoco toninian.,你穿這雙鞋很帥氣。
Mafana' kora wawa a mirenaf.,那小孩很會畫畫。
O 'odang ko saka peleng no kararamod naira.,犯通姦使他們的婚姻破碎。
Ni'edefan no mako ko nanom i pala i nacila.,昨天在田裡是我把水關起來的。
O sakaamoot no laloma' kira lesa'.,那個漏水使屋內有霉味。
Malafaedetay ko faloco' no mahinomay.,被安慰的人心感到溫暖。
Sarimadacen no sayho ko potal niyam a misadit.,師父將我們的庭院廣場磨得很平滑。
Karafokes ko wawa niyam.,我們家的孩子很多頭髮。
Pa'onocen a malalilid to fafoy a midadoy.,你們要用扁擔平衡扛起豬隻來秤。
Ka^so' ko nisahemayan ni ina!,媽媽煮的飯真好吃！
Kaemih ko 'aca nina tosiya.,這部車子的價格真便宜。
O pa'adifay kako to tomato i pala ano honi.,待會兒我要在蕃茄園設置圍牆。
Misakoli ci mama i Taypak.,爸爸在台北做工。
Patayraen i sa'owac a misawad kira kolang.,將那隻牛帶到溪裡放牧。
Parayrayen kami to malodemak.,請指示我們正確的做法。
O pikacikian anini a palapatan.,現在是抓旗魚的季節。
O waniwanian ko tarawadaw no Polacil.,巴西的河流滿地都鱷魚。
Caa' han ko tangal a pasafaled.,仰頭朝上。
"Ko'icaway ko li'el ako, mi'mi'en ho!",我的脖子很僵硬，幫我按摩一下！
Ocong ko parok i paparokan ni ina ako.,我母親的棉被櫃裡有很多棉被。
Malikowat ko wawawa a mitengil to kitoh ni akong.,小孩子們圍成圏圏聆聽祖父講故事。
O pisekingan anocila.,明天是考試的日子。
Paciherangen ko matayalay no miso i niyaro'.,請鼓勵為你在部落工作的人。
Mafi'ik kina mato'asay.,這個老人生甲狀線腫。
Macedemay kina wawa.,這小孩很伶牙利齒。
O ma'it'itay to no mako i honi ko titi nira 'okak.,剛剛那個骨頭的肉已被我啃了。
"Mafeso ko tiyad nira, saka pawaxen ciira a mitokad.",他的肚皮腫脹到要開刀破肚。
Tahidang han a maemin malekaka a pataloma'.,叫我們所有兄弟姐妹回家。
Hananghang ko tireng no mako saan ci faki ako.,我的舅舅說他的身體很疼痛。
O laliyawen a mirenaf konini a patih.,這面牆需要重新粉刷。
O sakaceda'ah no mako ko fokil no sito to nipasifana'an no mako.,我感嘆的原因是學生不會我所教的內容。
O nisatafilingan no mato'asay niyam kira rafar.,那個山坡地是我們的長輩開墾的。
Lekakawa no Pangcah a misaniyaro'.,阿美族的部落規章。
O kohtingay a dangka koni.,這是黑芝麻。
O palakotaan koraan.,那個是駱駝棚。
Hahayda aka kasaan to tao.,不要亂答應別人。
Aka palakeliwen ko olac a mitapid to fodoy.,不要把釣線當成針線縫衣服。
Cekok saan kami to rohroh i dadaya.,晚上的雷聲讓我們驚嚇。
Pacoleden ko payso iso i dofot.,把你的錢放進口袋裡。
Colal saan a taloma' kina kaka iso kini.,你的哥哥久違後突然出現在家裡。
Mikodiwis ci mama i nakohikohan.,爸爸在曠野抓兔子。
Sakahirahira saan ko sapilalat no milalatay.,測量人員的測量工具有各式各樣。
Malecad to mali ko kakimolmol no tiyad ni ina.,媽媽的肚子圓得像球一樣。
Nawiro malaliyang kamo a  tatosa?,你們二人爭吵什麼？
Molofic ko heci no looh anini a miheca.,今年的香蕉樹結實纍纍。
Makaph ko heci no kiwli iso.,你種的黃瓜長的很好。
O cinamalay ko sangra'ay a tangasa i Kalingko.,火車最先到達花蓮。
Kalaliyaw aka han ko tayal I pasaetip.,在西部的工作不要常常變動。
Malalok kora mi'ot'otay to semot no omah.,那些除草的人很勤勞。
Ciceka ko saripa' no mako.,我的腳掌有棘。
O ma'oyasay kira tawki niyam i katayalan.,在公司我們的老板很偏心。
Pamangahen no miso to mamang ko sowal a mipakatawa to 'alomanay.,你要開大眾的玩笑要帶一點點欺騙。
O laliyawen a mirenaf konini a cafeng.,這面牆需要重新粉刷。
O sapicadiway ni mama to foting kiraan.,那個是爸爸抓魚的三角網。
Samadah han ni ina a mingiyangi ko wa'ay ako a mipalal takowanan.,媽媽輕輕地搖動我的腳叫醒我。
Saifangat sa kako to nanopicomikayan ako.,我跑步跑得滿身是汗。
Mapafalinonoay kina facal no 'onip ita.,這塊田地是混種高莖糯米稻種的種子。
anaya ho ko rarakaten ita.,我們還要走一段路。
O tata'angay a 'orad ko sakari'ri' no lotok.,大雨是山崩塌的原因。
Toloay a facal ko nikangkangan ni mama i nacila.,爸爸昨天犛了三塊地。
Makapah a pa'alemeten ko pahanaan no miso i potal.,廣場花園種植狀年紅會更加美觀。
Maolah kako a mikongkong to tatepoan.,我喜歡打鼓。
Pasela' ho kita.,讓我們休息一下。
Macelak to ko nipalomaan ni kaka a falo.,姐姐種的花兒開了。
Palecaden to mali ko pisakimolo to kalopoy.,湯圓要揉得像球一樣圓。
Cidoka' ko faloco' ako to pisamsam nira i takowanan.,他對我的污辱使我心裡很受傷。
'Arenger ko kakorot.,苦瓜很苦。
Halifihon ciira to pising.,她很愛化妝。
Caay ho kafana' to 'olid ko wawawawa.,小孩們還不懂的談戀愛。
Mi'ariwadang to faloco' no tamdamdaw ko pacefaay a sowal.,謠言促使人心惶惶。
Makemot ciira.,他很幽默。
Miparatoh kami to mama no kapah.,我們去告知青年的領袖。
Ramot pikidofot aka kasaan to payso i lalan.,在路上撿取錢時不要放進在口袋。
Paredoen ko wakawak itiya ta fangcal ko pitapal no 'alomanay.,動作要很一致看起來才會好看。
O tata'angay ko waco no niyam.,我們的狗很大。
O mi'apesakay kiso to hemay caayay pimelang a micacak.,你煮飯不夠細心使飯水不足而缺乏黏性。
O mipacekokay kiso i takowanan a mikongkong to fawahan no mako i terong no dadaya.,你昨晚深夜敲門使我驚嚇了。
O wa'il no mi'adopay to fafoy konini.,這是獵人獵山豬的陷阱。
Sacafayen ako konini a waco a talalotok.,我把這隻狗當作夥伴上山。
"Matafesiw to ko kalahokan, awa ho tayni ko pawsaay.",中午過了，送飯的人卻還沒來。
Ocong ko rorong no 'asisiw i palapalaan i herek no pipanay.,田裡割稻之後有很多被捆綁的稻穗。
Mikayakay ciira to kawal a pasafaled.,他爬梯子到上面。
Mamoso'ay kira itisakiay a siraw iso faki.,阿公你放在袋子裡的醎肉
Dahecong han i nanom a mililoc.,就浸入水中洗澡。
O sapaco'ay kora titi no fafoy.,那個豬肉是要當回禮的。
Cikangdaway a tilid ko riko' no mako.,我的衣服染到綠色的。
Adihay ko fokes nina wawa.,這小孩的頭髮很多。
O tayal no fa'ina'inay o mi'orongay to kasoy.,我們男人們的工作是砍木材的。
O wawa nira ko tayniay anini.,今天來的是他的孩子。
Palacafeng aka ka saan to sasa'edef.,不要把門扇當成牆壁。
Lingwa han nima kiso takowanan!,誰叫你來關心我！
Matoposi ko nika kahemaw no tireng.,身體輕巧如貓。
Paysin aka ka saan a komaen to titi no kolong.,吃牛肉不是一個禁忌。
Mi'edaw to sakatalalotok a mi'adop ko mato'asay i 'ayaw.,早期老人家為著上山而去占卜。
O makolacay ko felec no mita o tamdaw.,我們人死亡後是一無所有的。
Mapolong kita a malahok.,我們一起吃午餐。
Faheka' ko kalotamdaw to fana' no nini a wawa.,人們對這小孩子的聰明很驚訝。
Papisolinga'en cira to tayal nira.,叫他徹底做好他的工作。
Matefad a materik ko alapit i sara.,筷子掉下彈落於地面。
ciira.,他手濕拔飯鍋電線，所以被電到了。
O laliw nira kolong a tahamatini awaiho a matepa.,那頭牛逃走之後到現在還沒有找到。
Malafafahi no ising ci Osay.,伍賽變成醫生的太太。
"Kaliekid ko nanom i lakelal, saka lakec han no mita mapolong.",河水很急，所以我們全部一起涉水。
Papinaay koya mipaketingan a kolong?,那拴住的牛有幾？
Demdem han ko adada no wadis.,忍耐牙齒的疼痛。
Kaninien a maro'.,請坐過來一點。
Matahidang kami a mikapot.,我們被邀請參加。
I pongkang ko pifidadokian niyam.,我們是在山淍裡抓蝙蝠。
Misaci'ci' caira i matini i pala no mako.,他們正在我的田裡開挖小水圳。
Inaneng ciira a malatomok.,他很適任頭目的工作。
Papikawcongen ko wawa no mita o Pangcah.,讓我們原住民的孩子讀高中。
Misafon ci ina a mifaca' to fodoy.,媽媽用肥皂搓洗衣服。
O nipalomaan to kolang kina facal a omah.,這塊田是種了芥菜。
Malifawa ko tosor no mako.,我的膝蓋腫起來。
"Aka parariden ko wawa a pakaen to piyang, mangohed.",不要經常讓小孩吃糖果，會長蛀牙。
O misafidacay ko tayal nira.,她的工作是採蚌的。
Micekem to saripa' no mako ko cimcim no eli'.,茅草的新芽刺痛我的腳掌。
"Mangangata ko loma' niyam, saka malacafay kami talapicodadan to romi'ami'ad.",我們家住得很近，因此我們每天一起上學。
Mifaca' ko fafahi i tarawadaw.,婦女們在河裡洗衣服。
Misayofayof ko sipalaay i Lakowa'.,田地在lakowa'地區者組成農耕作集團。
Kiso a cecay ko mipaca'ofay to sowal ako.,只有你一個人回應我。
Ni'alapitan to no kapokapot ko sinafel i sioy.,鍋子裡的菜已被同仁用筷子挾過了。
Cacacacay ko heci nora kiyafes.,那棵芭樂樹的果實很少。
O nida'cian no mama ako i nacila koni.,這是我的父親昨天採過的箭筍。
O pirayrayan niyam kinian a codad.,我們是根據這本書。
O papikenaway to matayalay i omah kako.,我囑咐工作人員在田裡採葱。
Cifanoh ko podac no kamaya.,毛柿子的皮有毛。
Cidodohay a kilang ko sapacicir to nanom.,用中空的木頭做水道。
Mipafocod ci Tomay to wawa no Payrang.,Tomay與漢族女孩私通而生下私生子。
I sarawacay kako a tomireng i matini.,我現在在竹房頂骨架站立的
O maan ko mapitaway nira?,他用鋤頭挖到什麼？
Papico'coen kami a maro' i loma' iso.,讓我們緊靠著在妳家坐。
Pakakahongen ko kafi no kalang.,螃蟹的湯加點飛魚。
Adihay ko mapawpaway a kasoy i riyar.,海上好多漂流的木材。
O sapi'id'id ni akong to kakahong konini 'eric.,這些鐵絲是阿公烘烤飛魚的工具。
O rinom ko sapicekiw ni ina i kapal no mako.,媽媽挑挖我手掌中的刺的工具是針。
Awai ko faecalay a 'orip no mi'ekakay a tamdaw.,那咒詛人的生活沒有一個是很好的。
Mahicera ko hikoki na Panay i Taypak.,Panay她們坐的飛機在台北降落。
O sakangito'an to ko wadis no mako.,我的牙齒將要斷了。
Mipaserser kako to faloco' ako.,我要穏定一下我的心情。
Kitingen ko kamay no faki a panokay!,請牽著舅舅的手帶他回家。
Ciker hato ko sa'edef no loma'.,請確實鎖住家裡的門。
Sakaepeday koni.,這個最柔軟。
Mananiwacay na Lahok i nacila.,他們昨天已採收綠豆。
Mitekep to kolafaw ci Mayaw i omaomahan.,馬耀在田裏捕田鼠。
Adihay ko nirakaran ni mama.,爸爸所下魚籠陷阱的收獲很多。
To'aya saan kira 'oner a sapitekakan i takowanan.,那隻蛇抬頭想要咬我。
O nisanga'an no mako a cofel koraan.,那是我做的刀鞘。
O sapipolinan kako to kilang.,我很想讓樹倒下。
Maco^co no 'ada ko niyaro' niyam.,我們的部落被敵人侵犯。
Awaay ko epoc no ma'anofay a tamdaw.,貪婪的人沒有好結果。
Mi'olic ci fayi to patay no fa'inay nira.,阿姨哭吟著去追思她死去的先生。
O ma'ariay no wawa ita ko cacay a dadingo no sasingaran.,窗戶的玻璃被我們的孩子打破了。
Langto to ko ringo no mita.,我們的火烤已成為灰燼。
Mi'onip kami anini.,我們今天插秧。
O karatodaay ko sa'owac no Kiwit.,奇美部落的溪流很多鰻魚。
Cecay a mihecaan kinacecay ko 'oner a mimodac to fanges.,蛇一年一次蛻皮。
Mikalic to kilang ko wawa a mikamaya.,小孩爬樹採柿子。
O masadodohay a 'awol ko sapisanga' to tiftif.,用中空的竹子製作口琴。
Miming ko mihecaan no safa.,妹妹的年紀很小。
Aka pila'om to pida.,不要浪費錢。
Simsimen i cowaay ko matatodongay i tisowanan.,去想那一個對你很適合。
O ma'ecoay kako nani faso a taloma' i pafilongan.,我過年要回家從公車被推擠下來。
O tadem to a cecay ko paherekan no tamdaw i hekal.,人在世上最後只有墳墓。
Efaw han ni Kacaw konini a tayal.,這個工作Kacaw承包了。
Lima felih ko aasipen no mita anini.,我們今天要讀五頁書。
"Lalo han ni ina ko felac, ta misahakhak.",媽媽浸泡糯米後才蒸煮。
"O maan ko ninengnengan no miso, iro pa'angcap han no miso ko hemay?",你到底在顧什麼，為何把飯都給燒焦了？
Tada o pakadohay kina demak i takowanan.,這個事情真的太吸引我。
I yofin ko papaysoan ni ina ako.,我媽媽在郵局存錢。
Papinohiren nira kaka kako i potal i dafak.,早上那個哥哥讓我們在地上塵埃處爬行。
Tadacai ko refong no 'edo i pala ako.,在我的田裡老鼠洞穴太糟糕了。
Ocong to ko malasawaday a lisin no Pangcah.,阿美族有很多祭祀消失了。
O miceroray kako to tayal ni Namoh.,我是接任Namoh工作的人。
Pakakohkohen no mari'angay a tamdaw ko lalan niyam.,壞人把眼鏡蛇放在我們的路上。
Mikayat ci kaka to waco a miondo.,姊姊/哥哥牽著狗運動。
